title,studio,domestic_gross,foreign_gross,year,total_gross,title_norm
They Will Have to Kill Us First,BBC,7500.0,18700000.0,2016,18707500.0,they will have to kill us first
The Carer,Crnth,6200.0,18700000.0,2016,18706200.0,the carer
Klown Forever,Drft.,5700.0,18700000.0,2016,18705700.0,klown forever
Search Party,FCW,4600.0,18700000.0,2016,18704600.0,search party
In Harmony,Distrib.,3100.0,18700000.0,2016,18703100.0,in harmony
In Her Name (Au nom de ma fille),Distrib.,1600.0,18700000.0,2016,18701600.0,in her name
Next Time I'll Aim for the Heart,Distrib.,800.0,18700000.0,2016,18700800.0,next time ill aim for the heart
The Student and Mr. Henri,Distrib.,800.0,18700000.0,2016,18700800.0,the student and mr henri
Down By Love,Distrib.,700.0,18700000.0,2016,18700700.0,down by love
News From Planet Mars,KL,300.0,18700000.0,2016,18700300.0,news from planet mars
Satanic,Magn.,300.0,18700000.0,2016,18700300.0,satanic
Star Wars: The Last Jedi,BV,620200000.0,712400000.0,2017,1332600000.0,star wars the last jedi
Beauty and the Beast (2017),BV,504000000.0,759500000.0,2017,1263500000.0,beauty and the beast
The Fate of the Furious,Uni.,226000000.0,1010.0,2017,226001010.0,the fate of the furious
Despicable Me 3,Uni.,264600000.0,770200000.0,2017,1034800000.0,despicable me 3
Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000.0,2017,962100000.0,jumanji welcome to the jungle
Spider-Man: Homecoming,Sony,334200000.0,546000000.0,2017,880200000.0,spiderman homecoming
Wolf Warrior 2,HC,2700000.0,867600000.0,2017,870300000.0,wolf warrior 2
Guardians of the Galaxy Vol. 2,BV,389800000.0,473900000.0,2017,863700000.0,guardians of the galaxy vol 2
Thor: Ragnarok,BV,315100000.0,538900000.0,2017,854000000.0,thor ragnarok
Wonder Woman,WB,412600000.0,409300000.0,2017,821900000.0,wonder woman
Coco,BV,209700000.0,597400000.0,2017,807100000.0,coco
Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000.0,2017,794900000.0,pirates of the caribbean dead men tell no tales
It,WB (NL),327500000.0,372900000.0,2017,700400000.0,it
Justice League,WB,229000000.0,428900000.0,2017,657900000.0,justice league
Logan (2017),Fox,226300000.0,392700000.0,2017,619000000.0,logan
Transformers: The Last Knight,Par.,130199999.0,475300000.0,2017,605499999.0,transformers the last knight
Kong: Skull Island,WB,168100000.0,398600000.0,2017,566700000.0,kong skull island
The Boss Baby,Fox,175000000.0,353000000.0,2017,528000000.0,the boss baby
Dunkirk,WB,188000000.0,337200000.0,2017,525200000.0,dunkirk
War for the Planet of the Apes,Fox,146900000.0,343800000.0,2017,490700000.0,war for the planet of the apes
The Greatest Showman,Fox,174300000.0,260700000.0,2017,435000000.0,the greatest showman
Kingsman: The Golden Circle,Fox,100200000.0,310700000.0,2017,410900000.0,kingsman the golden circle
The Mummy (2017),Uni.,80200000.0,329000000.0,2017,409200000.0,the mummy
Cars 3,BV,152900000.0,231000000.0,2017,383900000.0,cars 3
Fifty Shades Darker,Uni.,114600000.0,267000000.0,2017,381600000.0,fifty shades darker
Your Name.,FUN,5000000.0,353000000.0,2017,358000000.0,your name
Murder on the Orient Express (2017),Fox,102800000.0,250000000.0,2017,352800000.0,murder on the orient express
xXx: The Return of Xander Cage,Par.,44900000.0,301200000.0,2017,346100000.0,xxx the return of xander cage
The Great Wall,Uni.,45500000.0,289400000.0,2017,334900000.0,the great wall
Resident Evil: The Final Chapter,SGem,26800000.0,285400000.0,2017,312200000.0,resident evil the final chapter
The LEGO Batman Movie,WB,175800000.0,136200000.0,2017,312000000.0,the lego batman movie
Annabelle: Creation,WB (NL),102100000.0,204400000.0,2017,306500000.0,annabelle creation
Wonder,LGF,132400000.0,173500000.0,2017,305900000.0,wonder
Ferdinand,Fox,84400000.0,211700000.0,2017,296100000.0,ferdinand
Split,Uni.,138300000.0,140200000.0,2017,278500000.0,split
Blade Runner 2049,WB,92100000.0,167200000.0,2017,259300000.0,blade runner 2049
Get Out,Uni.,176000000.0,79400000.0,2017,255400000.0,get out
Kung Fu Yoga,WGUSA,363000.0,253800000.0,2017,254163000.0,kung fu yoga
Baahubali 2: The Conclusion,GrtIndia,20200000.0,234000000.0,2017,254200000.0,baahubali 2 the conclusion
Journey to the West: The Demons Strike Back,Sony,880000.0,245700000.0,2017,246580000.0,journey to the west the demons strike back
Alien: Covenant,Fox,74300000.0,166600000.0,2017,240900000.0,alien covenant
Baby Driver,TriS,107800000.0,119100000.0,2017,226900000.0,baby driver
Valerian and the City of a Thousand Planets,STX,41200000.0,184700000.0,2017,225900000.0,valerian and the city of a thousand planets
Geostorm,WB,33700000.0,187900000.0,2017,221600000.0,geostorm
The Emoji Movie,Sony,86100000.0,131699999.0,2017,217799999.0,the emoji movie
A Dog's Purpose,Uni.,64500000.0,140500000.0,2017,205000000.0,a dogs purpose
Smurfs: The Lost Village,Sony,45000000.0,152200000.0,2017,197200000.0,smurfs the lost village
The Shape of Water,FoxS,63900000.0,131400000.0,2017,195300000.0,the shape of water
Pitch Perfect 3,Uni.,104900000.0,80500000.0,2017,185400000.0,pitch perfect 3
Daddy's Home 2,Par.,104000000.0,76600000.0,2017,180600000.0,daddys home 2
The Post,Fox,81900000.0,97900000.0,2017,179800000.0,the post
Baywatch,Par.,58100000.0,119800000.0,2017,177900000.0,baywatch
The Hitman's Bodyguard,LG/S,75500000.0,101100000.0,2017,176600000.0,the hitmans bodyguard
John Wick: Chapter Two,LG/S,92000000.0,79500000.0,2017,171500000.0,john wick chapter two
Ghost in the Shell (2017),Par.,40600000.0,129199999.0,2017,169799999.0,ghost in the shell
"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000.0,2017,159200000.0,three billboards outside ebbing missouri
Duckweed,CL,472000.0,150600000.0,2017,151072000.0,duckweed
Darkest Hour,Focus,56500000.0,94400000.0,2017,150900000.0,darkest hour
King Arthur: Legend of the Sword,WB,39200000.0,109500000.0,2017,148700000.0,king arthur legend of the sword
The Foreigner,STX,34400000.0,111000000.0,2017,145400000.0,the foreigner
Power Rangers (2017),LGF,85400000.0,57000000.0,2017,142400000.0,power rangers
Girls Trip,Uni.,115200000.0,25400000.0,2017,140600000.0,girls trip
American Made,Uni.,51300000.0,83500000.0,2017,134800000.0,american made
A Bad Moms Christmas,STX,72100000.0,58400000.0,2017,130500000.0,a bad moms christmas
Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000.0,2017,125500000.0,captain underpants the first epic movie
Happy Death Day,Uni.,55700000.0,69800000.0,2017,125500000.0,happy death day
The LEGO Ninjago Movie,WB,59300000.0,63800000.0,2017,123100000.0,the lego ninjago movie
The Dark Tower,Sony,50700000.0,62500000.0,2017,113200000.0,the dark tower
Buddies in India,CL,293000.0,109300000.0,2017,109593000.0,buddies in india
Leap!,Wein.,21900000.0,81400000.0,2017,103300000.0,leap
Jigsaw,LGF,38100000.0,64900000.0,2017,103000000.0,jigsaw
Railroad Tigers,WGUSA,218000.0,102000000.0,2017,102218000.0,railroad tigers
Life (2017),Sony,30200000.0,70300000.0,2017,100500000.0,life
Atomic Blonde,Focus,51700000.0,48300000.0,2017,100000000.0,atomic blonde
The Shack,LG/S,57400000.0,39600000.0,2017,97000000.0,the shack
Some Like It Hot (Qing Shung),CL,100000.0,95600000.0,2017,95700000.0,some like it hot
Tiger Zinda Hai,Yash,5600000.0,81800000.0,2017,87400000.0,tiger zinda hai
Going in Style (2017),WB (NL),45000000.0,39900000.0,2017,84900000.0,going in style
Rings,Par.,27800000.0,55300000.0,2017,83100000.0,rings
A Taxi Driver,WGUSA,1500000.0,80100000.0,2017,81600000.0,a taxi driver
Underworld: Blood Wars,SGem,30400000.0,50700000.0,2017,81100000.0,underworld blood wars
Lady Bird,A24,49000000.0,30000000.0,2017,79000000.0,lady bird
American Assassin,LGF,36200000.0,31000000.0,2017,67200000.0,american assassin
One Piece Film: Gold,FUN,424000.0,65800000.0,2017,66224000.0,one piece film gold
Victoria and Abdul,Focus,22200000.0,43200000.0,2017,65400000.0,victoria and abdul
The Nut Job 2: Nutty by Nature,ORF,28400000.0,36800000.0,2017,65200000.0,the nut job 2 nutty by nature
Monster Trucks,Par.,33400000.0,31100000.0,2017,64500000.0,monster trucks
The Mountain Between Us,Fox,30300000.0,32500000.0,2017,62800000.0,the mountain between us
The Star,Sony,40900000.0,22000000.0,2017,62900000.0,the star
How to be a Latin Lover,PNT,32100000.0,29700000.0,2017,61800000.0,how to be a latin lover
"Everything, Everything",WB,34100000.0,27500000.0,2017,61600000.0,everything everything
Snatched,Fox,45900000.0,15000000.0,2017,60900000.0,snatched
My Little Pony: The Movie,LGF,21900000.0,38400000.0,2017,60300000.0,my little pony the movie
Molly's Game,STX,28800000.0,30500000.0,2017,59300000.0,mollys game
All the Money in the World,TriS,25100000.0,31900000.0,2017,57000000.0,all the money in the world
The Big Sick,LGF,42900000.0,13500000.0,2017,56400000.0,the big sick
Confidential Assignment,CJ,476000.0,55500000.0,2017,55976000.0,confidential assignment
Downsizing,Par.,24400000.0,30600000.0,2017,55000000.0,downsizing
"I, Tonya",Neon,30000000.0,23900000.0,2017,53900000.0,i tonya
Logan Lucky,BST,27800000.0,20700000.0,2017,48500000.0,logan lucky
Tyler Perry's Boo 2! A Madea Halloween,LGF,47300000.0,1000000.0,2017,48300000.0,tyler perrys boo 2 a madea halloween
Phantom Thread,Focus,21200000.0,26600000.0,2017,47800000.0,phantom thread
Rough Night,Sony,22100000.0,25200000.0,2017,47300000.0,rough night
The Battleship Island,CJ,1100000.0,45000000.0,2017,46100000.0,the battleship island
Flatliners (2017),Sony,16900000.0,28300000.0,2017,45200000.0,flatliners
All Eyez on Me,LG/S,44900000.0,18700000.0,2017,63600000.0,all eyez on me
mother!,Par.,17800000.0,26700000.0,2017,44500000.0,mother
47 Meters Down,ENTMP,44300000.0,18700000.0,2017,63000000.0,47 meters down
The Snowman,Uni.,6700000.0,36400000.0,2017,43100000.0,the snowman
Gifted,FoxS,24800000.0,18200000.0,2017,43000000.0,gifted
Loving Vincent,Good Deed,6700000.0,35500000.0,2017,42200000.0,loving vincent
Call Me by Your Name,SPC,18100000.0,23800000.0,2017,41900000.0,call me by your name
T2: Trainspotting,TriS,2400000.0,39300000.0,2017,41700000.0,t2 trainspotting
Fist Fight,WB (NL),32200000.0,8900000.0,2017,41100000.0,fist fight
Diary of a Wimpy Kid: The Long Haul,Fox,20700000.0,19400000.0,2017,40100000.0,diary of a wimpy kid the long haul
The House,WB (NL),25600000.0,8600000.0,2017,34200000.0,the house
Tad the Lost Explorer and the Secret of King Midas,ParC,5900.0,34200000.0,2017,34205900.0,tad the lost explorer and the secret of king midas
Wind River,Wein.,33800000.0,18700000.0,2017,52500000.0,wind river
Sleepless,ORF,20800000.0,12100000.0,2017,32900000.0,sleepless
Kidnap (2017),Aviron,31000000.0,18700000.0,2017,49700000.0,kidnap
The Disaster Artist,A24,21100000.0,8700000.0,2017,29800000.0,the disaster artist
Hostiles,ENTMP,29800000.0,18700000.0,2017,48500000.0,hostiles
The Beguiled (2017),Focus,10700000.0,16700000.0,2017,27400000.0,the beguiled
Home Again,ORF,27000000.0,18700000.0,2017,45700000.0,home again
Judwaa 2,FIP,1400000.0,25500000.0,2017,26900000.0,judwaa 2
CHiPs,WB,18600000.0,8199999.0,2017,26799999.0,chips
The Bye Bye Man,STX,22400000.0,4300000.0,2017,26700000.0,the bye bye man
A Cure for Wellness,Fox,8100000.0,18500000.0,2017,26600000.0,a cure for wellness
The Zookeeper's Wife,Focus,17600000.0,8600000.0,2017,26200000.0,the zookeepers wife
Only The Brave,Sony,18300000.0,7400000.0,2017,25700000.0,only the brave
Father Figures,WB,17500000.0,8100000.0,2017,25600000.0,father figures
Badrinath Ki Dulhania,FIP,2000000.0,23200000.0,2017,25200000.0,badrinath ki dulhania
Born in China,BV,13900000.0,11200000.0,2017,25100000.0,born in china
The Founder,Wein.,12800000.0,11300000.0,2017,24100000.0,the founder
Jolly Llb 2,FIP,1700000.0,21300000.0,2017,23000000.0,jolly llb 2
The Glass Castle,LGF,17300000.0,4600000.0,2017,21900000.0,the glass castle
Sword Art Online: The Movie - Ordinal Scale,Elev.,1500000.0,19200000.0,2017,20700000.0,sword art online the movie ordinal scale
The Circle (2017),STX,20500000.0,18700000.0,2017,39200000.0,the circle
It Comes At Night,A24,14000000.0,5300000.0,2017,19300000.0,it comes at night
The Lost City of Z,BST,8600000.0,10700000.0,2017,19300000.0,the lost city of z
Unforgettable (2017),WB,11400000.0,6400000.0,2017,17800000.0,unforgettable
The Case for Christ,PFR,14700000.0,3000000.0,2017,17700000.0,the case for christ
Detroit,Annapurna,16800000.0,18700000.0,2017,35500000.0,detroit
Wonder Wheel,Amazon,1400000.0,14500000.0,2017,15900000.0,wonder wheel
Gold,Wein.,7200000.0,7700000.0,2017,14900000.0,gold
The Space Between Us,STX,7900000.0,6900000.0,2017,14800000.0,the space between us
Wish Upon,BG,14300000.0,18700000.0,2017,33000000.0,wish upon
A United Kingdom,FoxS,3900000.0,9900000.0,2017,13800000.0,a united kingdom
"Roman J. Israel, Esq.",Sony,12000000.0,1100000.0,2017,13100000.0,roman j israel esq
Mubarakan,Sony,759000.0,12100000.0,2017,12859000.0,mubarakan
Battle of the Sexes,FoxS,12600000.0,18700000.0,2017,31300000.0,battle of the sexes
The Promise (2017),ORF,8199999.0,4200000.0,2017,12399999.0,the promise
Before I Fall,ORF,12200000.0,18700000.0,2017,30900000.0,before i fall
Earth: One Amazing Day,BBC,81300.0,11600000.0,2017,11681300.0,earth one amazing day
Thank You for Your Service (2017),Uni.,9500000.0,18700000.0,2017,28200000.0,thank you for your service
Rock Dog,LG/S,9400000.0,18700000.0,2017,28100000.0,rock dog
My Cousin Rachel,FoxS,2700000.0,6500000.0,2017,9200000.0,my cousin rachel
Truman,FR,211000.0,8800000.0,2017,9011000.0,truman
Stronger,RAtt.,4200000.0,4200000.0,2017,8400000.0,stronger
Tulip Fever,Wein.,2500000.0,5900000.0,2017,8400000.0,tulip fever
Viceroy's House,IFC,1100000.0,6700000.0,2017,7800000.0,viceroys house
Amityville: The Awakening,W/Dim.,700.0,7700000.0,2017,7700700.0,amityville the awakening
Just Getting Started,BG,6100000.0,1600000.0,2017,7700000.0,just getting started
Beatriz At Dinner,RAtt.,7100000.0,310000.0,2017,7410000.0,beatriz at dinner
I am Not Your Negro,Magn.,7100000.0,18700000.0,2017,25800000.0,i am not your negro
The Red Turtle,SPC,922000.0,5700000.0,2017,6622000.0,the red turtle
From the Land of the Moon,IFC,47700.0,6500000.0,2017,6547700.0,from the land of the moon
Maudie,SPC,6200000.0,18700000.0,2017,24900000.0,maudie
All Saints,Affirm,5800000.0,140000.0,2017,5940000.0,all saints
The Florida Project,A24,5900000.0,18700000.0,2017,24600000.0,the florida project
Suburbicon,Par.,5800000.0,18700000.0,2017,24500000.0,suburbicon
The Man Who Invented Christmas,BST,5700000.0,18700000.0,2017,24400000.0,the man who invented christmas
Paris Can Wait,SPC,5600000.0,18700000.0,2017,24300000.0,paris can wait
Phillauri,FIP,468000.0,5000000.0,2017,5468000.0,phillauri
Ok Jaanu,FIP,356000.0,5000000.0,2017,5356000.0,ok jaanu
An Inconvenient Sequel: Truth to Power,Par.,3500000.0,1900000.0,2017,5400000.0,an inconvenient sequel truth to power
Table 19,FoxS,3600000.0,1400000.0,2017,5000000.0,table 19
Collide,ORF,2300000.0,2500000.0,2017,4800000.0,collide
The Wall,RAtt.,1800000.0,2700000.0,2017,4500000.0,the wall
Mark Felt: The Man Who Brought Down the White House,SPC,769000.0,3600000.0,2017,4369000.0,mark felt the man who brought down the white house
Terminator 2: Judgment Day 3D,Distrib.,1000000.0,2900000.0,2017,3900000.0,terminator 2 judgment day 3d
Brad's Status,Annapurna,2100000.0,1700000.0,2017,3800000.0,brads status
Friend Request,ENTMP,3800000.0,18700000.0,2017,22500000.0,friend request
Their Finest,STX,3600000.0,18700000.0,2017,22300000.0,their finest
Wonderstruck,RAtt.,1100000.0,2200000.0,2017,3300000.0,wonderstruck
The Leisure Seeker,SPC,3200000.0,18700000.0,2017,21900000.0,the leisure seeker
Raw (2017),FCW,515000.0,2600000.0,2017,3115000.0,raw
Colossal,Neon,3000000.0,18700000.0,2017,21700000.0,colossal
A Gentleman,FIP,410000.0,2500000.0,2017,2910000.0,a gentleman
Inhumans,Imax,1500000.0,1300000.0,2017,2800000.0,inhumans
Kedi,Osci.,2800000.0,18700000.0,2017,21500000.0,kedi
The Only Living Boy in New York,RAtt.,624000.0,1900000.0,2017,2524000.0,the only living boy in new york
Hazlo Como Hombre (Do It Like An Hombre),PNT,2500000.0,18700000.0,2017,21200000.0,hazlo como hombre
Poster Boys,Sony,97000.0,2400000.0,2017,2497000.0,poster boys
The Salesman,Cohen,2400000.0,18700000.0,2017,21100000.0,the salesman
Pokemon the Movie: I Choose You!,Fathom,2400000.0,18700000.0,2017,21100000.0,pokemon the movie i choose you
Jeepers Creepers 3,Scre.,2300000.0,18700000.0,2017,21000000.0,jeepers creepers 3
Un Padre No Tan Padre,PNT,2200000.0,18700000.0,2017,20900000.0,un padre no tan padre
Good Time,A24,2000000.0,18700000.0,2017,20700000.0,good time
Everybody Loves Somebody,PNT,1900000.0,18700000.0,2017,20600000.0,everybody loves somebody
Along with the Gods: The Two Worlds,WGUSA,1900000.0,18700000.0,2017,20600000.0,along with the gods the two worlds
Youth (2017),CL,1900000.0,18700000.0,2017,20600000.0,youth
Last Flag Flying,LGF,965000.0,904000.0,2017,1869000.0,last flag flying
A Quiet Passion,MBox,1900000.0,18700000.0,2017,20600000.0,a quiet passion
Free Fire,A24,1800000.0,18700000.0,2017,20500000.0,free fire
The Last Word,BST,1800000.0,18700000.0,2017,20500000.0,the last word
Human Flow,Magn.,528000.0,1300000.0,2017,1828000.0,human flow
Jane (2017),Abr.,1700000.0,18700000.0,2017,20400000.0,jane
A Ghost Story,A24,1600000.0,18700000.0,2017,20300000.0,a ghost story
The Square,Magn.,1500000.0,18700000.0,2017,20200000.0,the square
Patti Cake$,FoxS,800000.0,682000.0,2017,1482000.0,patti cake
The Wedding Plan,RAtt.,1400000.0,18700000.0,2017,20100000.0,the wedding plan
Personal Shopper,IFC,1300000.0,18700000.0,2017,20000000.0,personal shopper
Churchill,Cohen,1300000.0,18700000.0,2017,20000000.0,churchill
The Sense of an Ending,CBS,1300000.0,18700000.0,2017,20000000.0,the sense of an ending
3 Idiotas,PNT,1200000.0,18700000.0,2017,19900000.0,3 idiotas
6 Below: Miracle on the Mountain,MOM,14800.0,1100000.0,2017,1114800.0,6 below miracle on the mountain
Lady Macbeth,RAtt.,1100000.0,18700000.0,2017,19800000.0,lady macbeth
Film Stars Don't Die in Liverpool,SPC,1000000.0,18700000.0,2017,19700000.0,film stars dont die in liverpool
Yu-Gi-Oh! The Dark Side of Dimensions,SV,1000000.0,18700000.0,2017,19700000.0,yugioh the dark side of dimensions
Lucky (2017),Magn.,956000.0,18700000.0,2017,19656000.0,lucky
Faces Places,Cohen,954000.0,18700000.0,2017,19654000.0,faces places
Tubelight,Yash,930000.0,18700000.0,2017,19630000.0,tubelight
Frantz,MBox,881000.0,18700000.0,2017,19581000.0,frantz
BOMBSHELL: The Hedy Lamarr Story,Zeit.,820000.0,18700000.0,2017,19520000.0,bombshell the hedy lamarr story
Walk With Me,Gathr,727000.0,18700000.0,2017,19427000.0,walk with me
Buena Vista Social Club: Adios,BG,123000.0,578000.0,2017,701000.0,buena vista social club adios
Titanic (20th Anniversary),Par.,692000.0,18700000.0,2017,19392000.0,titanic
Lost in Paris,Osci.,692000.0,18700000.0,2017,19392000.0,lost in paris
Shubh Mangal Saavdhan,Eros,690000.0,18700000.0,2017,19390000.0,shubh mangal saavdhan
The Midwife,MBox,604000.0,18700000.0,2017,19304000.0,the midwife
3 Generations,Wein.,156000.0,375000.0,2017,531000.0,3 generations
Fairy Tail: Dragon Cry,FUN,519000.0,18700000.0,2017,19219000.0,fairy tail dragon cry
Our President,CJ,507000.0,18700000.0,2017,19207000.0,our president
Letters from Baghdad,Vita.,360000.0,143000.0,2017,503000.0,letters from baghdad
Breathe (2017),BST,490000.0,18700000.0,2017,19190000.0,breathe
Song to Song,BG,444000.0,18700000.0,2017,19144000.0,song to song
Tom of Finland,KL,378000.0,18700000.0,2017,19078000.0,tom of finland
God's Own Country,Orion,336000.0,18700000.0,2017,19036000.0,gods own country
The Breadwinner,GK,312000.0,18700000.0,2017,19012000.0,the breadwinner
A Silent Voice,Elev.,310000.0,18700000.0,2017,19010000.0,a silent voice
My Life as a Zucchini,GK,310000.0,18700000.0,2017,19010000.0,my life as a zucchini
Happy End,SPC,302000.0,18700000.0,2017,19002000.0,happy end
After the Storm,FM,272000.0,18700000.0,2017,18972000.0,after the storm
Wakefield,IFC,263000.0,18700000.0,2017,18963000.0,wakefield
"I, Daniel Blake",IFC,260000.0,18700000.0,2017,18960000.0,i daniel blake
Cezanne et moi,Magn.,258000.0,18700000.0,2017,18958000.0,cezanne et moi
The Fortress,CJ,253000.0,18700000.0,2017,18953000.0,the fortress
Black Butler: Book of the Atlantic,FUN,248000.0,18700000.0,2017,18948000.0,black butler book of the atlantic
The Swindlers,WGUSA,242000.0,18700000.0,2017,18942000.0,the swindlers
City of Ghosts,IFC,128000.0,100000.0,2017,228000.0,city of ghosts
The Prison,WGUSA,207000.0,18700000.0,2017,18907000.0,the prison
The Other Side of Hope,Jan.,184000.0,18700000.0,2017,18884000.0,the other side of hope
Marjorie Prime,FR,181000.0,18700000.0,2017,18881000.0,marjorie prime
Graduation,IFC,176000.0,18700000.0,2017,18876000.0,graduation
Mr. Gaga: A True Story of Love and Dance,Abr.,174000.0,18700000.0,2017,18874000.0,mr gaga a true story of love and dance
In This Corner of the World,FUN,172000.0,18700000.0,2017,18872000.0,in this corner of the world
David Lynch: The Art Life,Jan.,171000.0,18700000.0,2017,18871000.0,david lynch the art life
13 Minutes,SPC,162000.0,18700000.0,2017,18862000.0,13 minutes
The Journey,IFC,155000.0,18700000.0,2017,18855000.0,the journey
The Void,Scre.,151000.0,18700000.0,2017,18851000.0,the void
Blade of the Immortal,Magn.,151000.0,18700000.0,2017,18851000.0,blade of the immortal
Thelma,Orch.,147000.0,18700000.0,2017,18847000.0,thelma
BPM (Beats Per Minute),Orch.,125000.0,18700000.0,2017,18825000.0,bpm
Explosion,CL,123000.0,18700000.0,2017,18823000.0,explosion
The King's Choice,Gold.,113000.0,18700000.0,2017,18813000.0,the kings choice
Slack Bay,KL,113000.0,18700000.0,2017,18813000.0,slack bay
Like Crazy (2017),Strand,107000.0,18700000.0,2017,18807000.0,like crazy
Fabricated City,CJ,105000.0,18700000.0,2017,18805000.0,fabricated city
The Lure,Jan.,102000.0,18700000.0,2017,18802000.0,the lure
Score: A Film Music Documentary,Grav.,101000.0,18700000.0,2017,18801000.0,score a film music documentary
Munna Michael,Eros,99600.0,18700000.0,2017,18799600.0,munna michael
The Mayor,WGUSA,96800.0,18700000.0,2017,18796800.0,the mayor
The Fencer,CFI,96000.0,18700000.0,2017,18796000.0,the fencer
Memoir of a Murderer,WGUSA,91300.0,18700000.0,2017,18791300.0,memoir of a murderer
The King's Case Note,CJ,91000.0,18700000.0,2017,18791000.0,the kings case note
Warriors of the Dawn,FIP,84500.0,18700000.0,2017,18784500.0,warriors of the dawn
The Nile Hilton Incident,Strand,81100.0,18700000.0,2017,18781100.0,the nile hilton incident
Pop Aye,KL,78000.0,18700000.0,2017,18778000.0,pop aye
I Can Speak,CJ,63200.0,18700000.0,2017,18763200.0,i can speak
Tomorrow,UTMW,62500.0,18700000.0,2017,18762500.0,tomorrow
Worlds Apart,CLS,60300.0,18700000.0,2017,18760300.0,worlds apart
Extraordinary Mission,Crimson,54200.0,18700000.0,2017,18754200.0,extraordinary mission
The Ornithologist,Strand,50500.0,18700000.0,2017,18750500.0,the ornithologist
Napping Princess,GK,48200.0,18700000.0,2017,18748200.0,napping princess
Twenty Two,CL,46800.0,18700000.0,2017,18746800.0,twenty two
Bluebeard,WGUSA,43100.0,18700000.0,2017,18743100.0,bluebeard
One Week and a Day,Osci.,41600.0,18700000.0,2017,18741600.0,one week and a day
The Commune,Magn.,38700.0,18700000.0,2017,18738700.0,the commune
A Woman's Life,KL,37600.0,18700000.0,2017,18737600.0,a womans life
Afterimage,FM,33400.0,18700000.0,2017,18733400.0,afterimage
Alone in Berlin,IFC,33100.0,18700000.0,2017,18733100.0,alone in berlin
The Villainess,WGUSA,27700.0,18700000.0,2017,18727700.0,the villainess
The Daughter,KL,26400.0,18700000.0,2017,18726400.0,the daughter
Moscow Never Sleeps,CAVU,25300.0,18700000.0,2017,18725300.0,moscow never sleeps
My Scientology Movie,Magn.,22900.0,18700000.0,2017,18722900.0,my scientology movie
Una,EF,22800.0,18700000.0,2017,18722800.0,una
Bending the Arc,Abr.,21900.0,18700000.0,2017,18721900.0,bending the arc
The Girl Without Hands,GK,21800.0,18700000.0,2017,18721800.0,the girl without hands
Whisky Galore,Arrow,21000.0,18700000.0,2017,18721000.0,whisky galore
RV: Resurrected Victims,WGUSA,20400.0,18700000.0,2017,18720400.0,rv resurrected victims
Better Watch Out,WGUSA,20400.0,18700000.0,2017,18720400.0,better watch out
Absolutely Anything,ADC,20200.0,18700000.0,2017,18720200.0,absolutely anything
Glory (2017),FM,18400.0,18700000.0,2017,18718400.0,glory
Porto,KL,15100.0,18700000.0,2017,18715100.0,porto
Brotherhood of Blades 2: The Infernal Battlefield,WGUSA,14200.0,18700000.0,2017,18714200.0,brotherhood of blades 2 the infernal battlefield
Abracadabra,Sony,14000.0,18700000.0,2017,18714000.0,abracadabra
Blind,VE,12500.0,18700000.0,2017,18712500.0,blind
Felicite,Strand,12400.0,18700000.0,2017,18712400.0,felicite
Dead Awake (2017),FR,11500.0,18700000.0,2017,18711500.0,dead awake
The Country Doctor,Distrib.,8500.0,18700000.0,2017,18708500.0,the country doctor
Overdrive,VE,7800.0,18700000.0,2017,18707800.0,overdrive
Suntan,Strand,6600.0,18700000.0,2017,18706600.0,suntan
Trespass Against Us,A24,5700.0,18700000.0,2017,18705700.0,trespass against us
The Ardennes,FM,5600.0,18700000.0,2017,18705600.0,the ardennes
Oro,Sony,5500.0,18700000.0,2017,18705500.0,oro
Singularity,VE,4200.0,18700000.0,2017,18704200.0,singularity
Emily (2017),Hiber,3600.0,18700000.0,2017,18703600.0,emily
Max & Leon,Distrib.,500.0,18700000.0,2017,18700500.0,max leon
2:22,Magn.,400.0,18700000.0,2017,18700400.0,222
Avengers: Infinity War,BV,678800000.0,1369.5,2018,678801369.5,avengers infinity war
Black Panther,BV,700100000.0,646900000.0,2018,1347000000.0,black panther
Jurassic World: Fallen Kingdom,Uni.,417700000.0,891800000.0,2018,1309500000.0,jurassic world fallen kingdom
Incredibles 2,BV,608600000.0,634200000.0,2018,1242800000.0,incredibles 2
Aquaman,WB,335100000.0,812700000.0,2018,1147800000.0,aquaman
Bohemian Rhapsody,Fox,216400000.0,687200000.0,2018,903600000.0,bohemian rhapsody
Venom (2018),Sony,213500000.0,641500000.0,2018,855000000.0,venom
Mission: Impossible - Fallout,Par.,220200000.0,571000000.0,2018,791200000.0,mission impossible fallout
Deadpool 2,Fox,318500000.0,460500000.0,2018,779000000.0,deadpool 2
Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000.0,2018,653700000.0,fantastic beasts the crimes of grindelwald
Ant-Man and the Wasp,BV,216600000.0,406000000.0,2018,622600000.0,antman and the wasp
Ready Player One,WB,137700000.0,445200000.0,2018,582900000.0,ready player one
Operation Red Sea,WGUSA,1500000.0,577700000.0,2018,579200000.0,operation red sea
Detective Chinatown 2,WB,2000000.0,542100000.0,2018,544100000.0,detective chinatown 2
