id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit_ratio,profit,year,title_norm,month
4,1978-06-28,Heaven Can Wait,15000000.0,98800000.0,98800000.0,6.586666666666667,83800000.0,1978,heaven can wait,6
5,1985-12-18,The Color Purple,15000000.0,93589701.0,93589701.0,6.2393134,78589701.0,1985,the color purple,12
6,2014-11-28,The Imitation Game,15000000.0,91125143.0,227740463.0,15.182697533333334,212740463.0,2014,the imitation game,11
7,1988-03-30,Beetlejuice,15000000.0,73839613.0,73887546.0,4.9258364,58887546.0,1988,beetlejuice,3
8,1959-11-18,Ben-Hur,15000000.0,73000000.0,73259017.0,4.883934466666667,58259017.0,1959,benhur,11
9,2013-01-18,Mama,15000000.0,71628180.0,148095566.0,9.873037733333334,133095566.0,2013,mama,1
10,1980-10-10,Private Benjamin,15000000.0,69847348.0,69847348.0,4.656489866666667,54847348.0,1980,private benjamin,10
11,1980-03-07,Coal Miner's Daughter,15000000.0,67182787.0,67182787.0,4.478852466666667,52182787.0,1980,coal miners daughter,3
12,1987-03-06,Lethal Weapon,15000000.0,65192350.0,120192350.0,8.012823333333333,105192350.0,1987,lethal weapon,3
13,2010-03-19,Diary of a Wimpy Kid,15000000.0,64003625.0,76954311.0,5.1302874,61954311.0,2010,diary of a wimpy kid,3
14,1983-07-29,National Lampoonâs Vacation,15000000.0,61400000.0,61400000.0,4.093333333333334,46400000.0,1983,national lampoons vacation,7
15,2007-08-31,Halloween,15000000.0,58269151.0,77514401.0,5.167626733333333,62514401.0,2007,halloween,8
16,2006-09-30,The Queen,15000000.0,56441711.0,128885873.0,8.592391533333334,113885873.0,2006,the queen,9
17,2007-10-12,Why Did I Get Married?,15000000.0,55204525.0,55934178.0,3.7289452,40934178.0,2007,why did i get married,10
18,2012-02-03,The Woman in Black,15000000.0,54333290.0,128955898.0,8.597059866666667,113955898.0,2012,the woman in black,2
19,1994-12-21,Little Women,15000000.0,50003303.0,50003303.0,3.3335535333333333,35003303.0,1994,little women,12
20,1979-01-01,The Deer Hunter,15000000.0,50000000.0,50009253.0,3.3339502,35009253.0,1979,the deer hunter,1
21,2018-08-10,BlacKkKlansman,15000000.0,49275340.0,93017335.0,6.201155666666667,78017335.0,2018,blackkklansman,8
22,2006-02-03,When a Stranger Calls,15000000.0,47860214.0,67215435.0,4.481029,52215435.0,2006,when a stranger calls,2
23,2002-02-08,Big Fat Liar,15000000.0,47811275.0,52461017.0,3.4974011333333332,37461017.0,2002,big fat liar,2
24,1997-08-15,Cop Land,15000000.0,44906632.0,63706632.0,4.2471088,48706632.0,1997,cop land,8
25,1997-12-25,Wag the Dog,15000000.0,43057470.0,64252038.0,4.2834692,49252038.0,1997,wag the dog,12
26,2013-02-22,Snitch,15000000.0,42930462.0,57907734.0,3.8605156,42907734.0,2013,snitch,2
27,2003-05-02,The Lizzie McGuire Movie,15000000.0,42734455.0,55534455.0,3.702297,40534455.0,2003,the lizzie mcguire movie,5
28,2015-12-04,Krampus,15000000.0,42725475.0,61788393.0,4.1192262,46788393.0,2015,krampus,12
29,2012-09-21,End of Watch,15000000.0,41003371.0,57586606.0,3.8391070666666667,42586606.0,2012,end of watch,9
30,1998-12-25,The Faculty,15000000.0,40283321.0,40283321.0,2.6855547333333334,25283321.0,1998,the faculty,12
31,1993-06-09,What's Love Got to Do With It,15000000.0,39100956.0,39100956.0,2.6067304,24100956.0,1993,whats love got to do with it,6
32,2001-12-14,Not Another Teen Movie,15000000.0,37882551.0,62401343.0,4.160089533333333,47401343.0,2001,not another teen movie,12
33,2014-12-03,Wild,15000000.0,37880356.0,52460543.0,3.4973695333333334,37460543.0,2014,wild,12
34,1962-12-16,Lawrence of Arabia,15000000.0,37495385.0,69995385.0,4.666359,54995385.0,1962,lawrence of arabia,12
35,2014-11-07,The Theory of Everything,15000000.0,35893537.0,123327692.0,8.221846133333333,108327692.0,2014,the theory of everything,11
36,2011-09-16,Drive,15000000.0,35060689.0,81357930.0,5.423862,66357930.0,2011,drive,9
37,2000-03-31,The Skulls,15000000.0,35007180.0,35007180.0,2.333812,20007180.0,2000,the skulls,3
38,1966-10-10,Hawaii,15000000.0,34562222.0,34562222.0,2.3041481333333333,19562222.0,1966,hawaii,10
39,2018-11-23,The Favourite,15000000.0,34366783.0,94113929.0,6.274261933333333,79113929.0,2018,the favourite,11
40,2003-04-18,Malibu's Most Wanted,15000000.0,34308901.0,34499204.0,2.2999469333333336,19499204.0,2003,malibus most wanted,4
41,2009-09-04,All About Steve,15000000.0,33862903.0,40127259.0,2.6751506,25127259.0,2009,all about steve,9
42,2000-04-28,Where the Heart Is,15000000.0,33771174.0,40862054.0,2.7241369333333334,25862054.0,2000,where the heart is,4
43,2009-08-28,Halloween 2,15000000.0,33392973.0,38512850.0,2.5675233333333334,23512850.0,2009,halloween 2,8
44,2009-03-13,The Last House on the Left,15000000.0,32752215.0,46526243.0,3.1017495333333334,31526243.0,2009,the last house on the left,3
45,2005-02-18,Because of Winn-Dixie,15000000.0,32647042.0,33508485.0,2.233899,18508485.0,2005,because of winndixie,2
46,2005-02-04,The Wedding Date,15000000.0,31726995.0,47175038.0,3.1450025333333333,32175038.0,2005,the wedding date,2
47,1987-09-25,The Princess Bride,15000000.0,30857000.0,30859628.0,2.0573085333333334,15859628.0,1987,the princess bride,9
48,2002-07-12,Halloween: Resurrection,15000000.0,30259652.0,37659652.0,2.5106434666666666,22659652.0,2002,halloween resurrection,7
49,2007-12-25,The Great Debaters,15000000.0,30226144.0,30261293.0,2.0174195333333333,15261293.0,2007,the great debaters,12
50,2014-08-22,When the Game Stands Tall,15000000.0,30127963.0,30138912.0,2.0092608,15138912.0,2014,when the game stands tall,8
51,1981-06-12,Clash of the Titans,15000000.0,30000000.0,44400000.0,2.96,29400000.0,1981,clash of the titans,6
52,2004-02-20,Confessions of a Teenage Drama Queen,15000000.0,29331068.0,33118854.0,2.2079236,18118854.0,2004,confessions of a teenage drama queen,2
53,1998-04-17,The Object of my Affection,15000000.0,29145924.0,29145924.0,1.9430616,14145924.0,1998,the object of my affection,4
54,2007-05-11,28 Weeks Later,15000000.0,28638916.0,64232714.0,4.282180933333334,49232714.0,2007,28 weeks later,5
55,1997-04-11,Grosse Pointe Blank,15000000.0,28084357.0,31070412.0,2.0713608,16070412.0,1997,grosse pointe blank,4
56,2000-04-21,Love and Basketball,15000000.0,27441122.0,27709625.0,1.8473083333333333,12709625.0,2000,love and basketball,4
57,2017-09-08,Home Again,15000000.0,27020284.0,37336874.0,2.489124933333333,22336874.0,2017,home again,9
58,2000-10-27,Book of Shadows: Blair Witch 2,15000000.0,26421314.0,47721314.0,3.1814209333333334,32721314.0,2000,book of shadows blair witch 2,10
59,1997-10-10,Boogie Nights,15000000.0,26410771.0,43111725.0,2.874115,28111725.0,1997,boogie nights,10
60,2010-07-23,Ramona and Beezus,15000000.0,26167002.0,27469621.0,1.8313080666666666,12469621.0,2010,ramona and beezus,7
61,2014-08-27,The November Man,15000000.0,25018119.0,34820335.0,2.321355666666667,19820335.0,2014,the november man,8
62,1996-05-03,The Craft,15000000.0,24769466.0,55669466.0,3.7112977333333332,40669466.0,1996,the craft,5
63,2005-12-28,Match Point,15000000.0,23089926.0,87973835.0,5.864922333333333,72973835.0,2005,match point,12
64,1993-11-05,The Remains of the Day,15000000.0,22954968.0,63954968.0,4.263664533333333,48954968.0,1993,the remains of the day,11
65,1993-01-15,Nowhere to Run,15000000.0,22189039.0,52189039.0,3.4792692666666665,37189039.0,1993,nowhere to run,1
66,2000-09-22,Urban Legends: Final Cut,15000000.0,21468807.0,38574362.0,2.571624133333333,23574362.0,2000,urban legends final cut,9
67,2013-03-29,The Place Beyond the Pines,15000000.0,21403519.0,47011449.0,3.1340966,32011449.0,2013,the place beyond the pines,3
68,2006-10-20,Flicka,15000000.0,21000147.0,21896367.0,1.4597578,6896367.0,2006,flicka,10
69,2007-03-23,The Hills Have Eyes II,15000000.0,20804166.0,37466538.0,2.4977692,22466538.0,2007,the hills have eyes ii,3
70,2016-04-29,Keanu,15000000.0,20591853.0,20688141.0,1.3792094,5688141.0,2016,keanu,4
71,2010-12-22,Country Strong,15000000.0,20218921.0,20601987.0,1.3734658,5601987.0,2010,country strong,12
72,2002-10-11,Tuck Everlasting,15000000.0,19161999.0,19344615.0,1.289641,4344615.0,2002,tuck everlasting,10
73,2006-10-13,The Marine,15000000.0,18844784.0,22165608.0,1.4777072,7165608.0,2006,the marine,10
74,1998-07-24,Disturbing Behavior,15000000.0,17507368.0,19014238.0,1.2676158666666666,4014238.0,1998,disturbing behavior,7
75,1998-03-06,The Big Lebowski,15000000.0,17498804.0,46189568.0,3.0793045333333335,31189568.0,1998,the big lebowski,3
76,2014-07-25,A Most Wanted Man,15000000.0,17237855.0,36068890.0,2.404592666666667,21068890.0,2014,a most wanted man,7
77,2009-06-26,The Hurt Locker,15000000.0,17017811.0,49894223.0,3.3262815333333333,34894223.0,2009,the hurt locker,6
78,2000-01-28,Eye of the Beholder,15000000.0,16500786.0,18260865.0,1.217391,3260865.0,2000,eye of the beholder,1
79,2012-11-02,The Man with the Iron Fists,15000000.0,15634090.0,22018988.0,1.4679325333333333,7018988.0,2012,the man with the iron fists,11
80,1984-05-11,Firestarter,15000000.0,15136870.0,15136870.0,1.0091246666666667,136870.0,1984,firestarter,5
81,2019-02-01,Miss Bala,15000000.0,14998027.0,15362298.0,1.0241532,362298.0,2019,miss bala,2
82,2012-11-30,Killing Them Softly,15000000.0,14945541.0,39238443.0,2.6158962,24238443.0,2012,killing them softly,11
83,2001-04-20,Freddy Got Fingered,15000000.0,14249005.0,14249005.0,0.9499336666666667,-750995.0,2001,freddy got fingered,4
84,2011-08-19,One Day,15000000.0,13843771.0,59168692.0,3.9445794666666667,44168692.0,2011,one day,8
85,2004-06-25,De-Lovely,15000000.0,13337299.0,18524496.0,1.2349664,3524496.0,2004,delovely,6
86,2009-10-02,Whip It,15000000.0,13077184.0,18889972.0,1.2593314666666666,3889972.0,2009,whip it,10
87,2008-01-11,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000.0,12981269.0,13248444.0,0.8832296,-1751556.0,2008,the pirates who dont do anything a veggietales movie,1
88,2008-01-23,U2 3D,15000000.0,12898847.0,26170402.0,1.7446934666666667,11170402.0,2008,u2 3d,1
89,2000-09-01,Highlander: Endgame,15000000.0,12801190.0,12801190.0,0.8534126666666667,-2198810.0,2000,highlander endgame,9
90,2017-01-20,The Founder,15000000.0,12786053.0,24403192.0,1.6268794666666666,9403192.0,2017,the founder,1
91,2006-08-25,Idlewild,15000000.0,12669914.0,12669914.0,0.8446609333333334,-2330086.0,2006,idlewild,8
92,2003-04-25,Confidence,15000000.0,12212417.0,12212417.0,0.8141611333333333,-2787583.0,2003,confidence,4
93,2002-10-11,Knockaround Guys,15000000.0,11660180.0,12419700.0,0.82798,-2580300.0,2002,knockaround guys,10
94,1999-08-27,The Muse,15000000.0,11614954.0,11614954.0,0.7743302666666667,-3385046.0,1999,the muse,8
95,1998-04-03,Barney's Great Adventure,15000000.0,11156471.0,11156471.0,0.7437647333333334,-3843529.0,1998,barneys great adventure,4
96,1989-03-01,New York Stories,15000000.0,10763469.0,10763469.0,0.7175646,-4236531.0,1989,new york stories,3
97,1998-11-25,Home Fries,15000000.0,10513979.0,10513979.0,0.7009319333333334,-4486021.0,1998,home fries,11
98,2000-03-24,Here on Earth,15000000.0,10494147.0,10845127.0,0.7230084666666666,-4154873.0,2000,here on earth,3
99,2004-10-08,Raise Your Voice,15000000.0,10411980.0,14811980.0,0.9874653333333333,-188020.0,2004,raise your voice,10
100,1985-12-18,Brazil,15000000.0,9929135.0,9932146.0,0.6621430666666667,-5067854.0,1985,brazil,12
1,1993-04-23,The Dark Half,15000000.0,9579068.0,9579068.0,0.6386045333333333,-5420932.0,1993,the dark half,4
2,2007-03-02,Black Snake Moan,15000000.0,9396870.0,10951153.0,0.7300768666666667,-4048847.0,2007,black snake moan,3
3,2003-02-21,Dark Blue,15000000.0,9237470.0,12262065.0,0.817471,-2737935.0,2003,dark blue,2
4,2007-06-22,A Mighty Heart,15000000.0,9176787.0,19153568.0,1.2769045333333333,4153568.0,2007,a mighty heart,6
5,1983-09-30,Brainstorm,15000000.0,8921050.0,8921050.0,0.5947366666666667,-6078950.0,1983,brainstorm,9
6,2016-09-23,Queen of Katwe,15000000.0,8874389.0,10055481.0,0.6703654,-4944519.0,2016,queen of katwe,9
7,2000-03-24,Whatever it Takes,15000000.0,8735529.0,8735529.0,0.5823686,-6264471.0,2000,whatever it takes,3
8,2003-03-21,Boat Trip,15000000.0,8586376.0,14933713.0,0.9955808666666667,-66287.0,2003,boat trip,3
9,2002-05-22,The Importance of Being Earnest,15000000.0,8378141.0,8378141.0,0.5585427333333334,-6621859.0,2002,the importance of being earnest,5
10,1999-05-21,The Love Letter,15000000.0,8322608.0,9010980.0,0.600732,-5989020.0,1999,the love letter,5
11,2006-05-05,Hoot,15000000.0,8117637.0,8224998.0,0.5483332,-6775002.0,2006,hoot,5
12,2008-02-08,In Bruges,15000000.0,7800825.0,34533783.0,2.3022522,19533783.0,2008,in bruges,2
13,2013-01-04,Promised Land,15000000.0,7597898.0,12394562.0,0.8263041333333333,-2605438.0,2013,promised land,1
14,2001-10-08,Mulholland Drive,15000000.0,7219578.0,20785973.0,1.3857315333333333,5785973.0,2001,mulholland drive,10
15,2018-06-08,Hotel Artemis,15000000.0,6708137.0,12758799.0,0.8505866,-2241201.0,2018,hotel artemis,6
16,2008-08-20,The Rocker,15000000.0,6409528.0,8767338.0,0.5844892,-6232662.0,2008,the rocker,8
17,2009-08-21,Post Grad,15000000.0,6382178.0,6563402.0,0.4375601333333333,-8436598.0,2009,post grad,8
18,2009-06-19,Whatever Works,15000000.0,5306706.0,35106706.0,2.3404470666666666,20106706.0,2009,whatever works,6
19,2000-07-19,The In Crowd,15000000.0,5217498.0,5217498.0,0.3478332,-9782502.0,2000,the in crowd,7
20,2005-12-14,Los tres entierros de Melquiades Estrada,15000000.0,5027684.0,13454474.0,0.8969649333333334,-1545526.0,2005,los tres entierros de melquiades estrada,12
21,1999-09-24,Jakob the Liar,15000000.0,4956401.0,4956401.0,0.33042673333333333,-10043599.0,1999,jakob the liar,9
22,2007-09-28,Se jie,15000000.0,4604982.0,65167430.0,4.344495333333334,50167430.0,2007,se jie,9
23,2005-10-21,"Kiss Kiss, Bang Bang",15000000.0,4235837.0,16829464.0,1.1219642666666667,1829464.0,2005,kiss kiss bang bang,10
24,1999-04-30,Idle Hands,15000000.0,4023741.0,4023741.0,0.2682494,-10976259.0,1999,idle hands,4
25,2015-10-30,Scouts Guide to the Zombie Apocalypse,15000000.0,3703046.0,15554855.0,1.0369903333333332,554855.0,2015,scouts guide to the zombie apocalypse,10
26,2007-01-26,Blood and Chocolate,15000000.0,3526588.0,6551310.0,0.436754,-8448690.0,2007,blood and chocolate,1
27,2010-09-22,You Will Meet a Tall Dark Stranger,15000000.0,3247816.0,34247816.0,2.2831877333333335,19247816.0,2010,you will meet a tall dark stranger,9
28,2015-10-23,Rock the Kasbah,15000000.0,3020665.0,3386153.0,0.22574353333333333,-11613847.0,2015,rock the kasbah,10
29,2010-09-15,Never Let Me Go,15000000.0,2434652.0,11173718.0,0.7449145333333334,-3826282.0,2010,never let me go,9
30,2016-09-09,The Disappointments Room,15000000.0,2423467.0,3503761.0,0.23358406666666667,-11496239.0,2016,the disappointments room,9
31,2003-12-25,The Company,15000000.0,2281585.0,3396508.0,0.22643386666666668,-11603492.0,2003,the company,12
32,2008-07-18,Transsiberian,15000000.0,2203641.0,6379575.0,0.425305,-8620425.0,2008,transsiberian,7
33,1999-10-22,Crazy in Alabama,15000000.0,1954202.0,1954202.0,0.13028013333333333,-13045798.0,1999,crazy in alabama,10
34,1986-01-17,The Clan of the Cave Bear,15000000.0,1953732.0,1953732.0,0.1302488,-13046268.0,1986,the clan of the cave bear,1
35,2017-02-03,The Comedian,15000000.0,1658706.0,1658706.0,0.1105804,-13341294.0,2017,the comedian,2
36,2008-03-14,Funny Games,15000000.0,1294640.0,8200127.0,0.5466751333333333,-6799873.0,2008,funny games,3
37,2006-06-02,Banlieue 13,15000000.0,1200216.0,11599903.0,0.7733268666666666,-3400097.0,2006,banlieue 13,6
38,1999-11-12,Felicia's Journey,15000000.0,824295.0,1970268.0,0.1313512,-13029732.0,1999,felicias journey,11
39,2002-01-25,Metropolis,15000000.0,673414.0,1405032.0,0.0936688,-13594968.0,2002,metropolis,1
40,2015-10-16,CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,15000000.0,632542.0,11279884.0,0.7519922666666666,-3720116.0,2015,ck ni yinning,10
41,1995-12-01,Things to Do in Denver when You're Dead,15000000.0,529766.0,529766.0,0.03531773333333333,-14470234.0,1995,things to do in denver when youre dead,12
42,2013-04-26,The Reluctant Fundamentalist,15000000.0,528731.0,528731.0,0.03524873333333333,-14471269.0,2013,the reluctant fundamentalist,4
43,2004-02-06,The Return,15000000.0,501752.0,5953886.0,0.3969257333333333,-9046114.0,2004,the return,2
44,2003-07-25,Buffalo Soldiers,15000000.0,353743.0,353743.0,0.023582866666666667,-14646257.0,2003,buffalo soldiers,7
45,2003-04-25,Steal (Canadian Release),15000000.0,220944.0,220944.0,0.0147296,-14779056.0,2003,steal,4
46,2010-08-27,Centurion,15000000.0,123570.0,7885048.0,0.5256698666666667,-7114952.0,2010,centurion,8
47,2009-10-23,Ong-Bak 2,15000000.0,102458.0,7583050.0,0.5055366666666666,-7416950.0,2009,ongbak 2,10
48,1996-12-31,Silent Trigger,15000000.0,76382.0,76382.0,0.005092133333333334,-14923618.0,1996,silent trigger,12
49,2008-08-01,Midnight Meat Train,15000000.0,73548.0,1590246.0,0.1060164,-13409754.0,2008,midnight meat train,8
50,2013-09-06,Winnie Mandela,15000000.0,61847.0,61847.0,0.004123133333333333,-14938153.0,2013,winnie mandela,9
51,2011-11-04,The Son of No One,15000000.0,30680.0,1148578.0,0.07657186666666667,-13851422.0,2011,the son of no one,11
52,2002-10-25,All the Queen's Men,15000000.0,22723.0,22723.0,0.0015148666666666667,-14977277.0,2002,all the queens men,10
53,2007-10-05,The Good Night,15000000.0,22441.0,22441.0,0.0014960666666666666,-14977559.0,2007,the good night,10
54,2013-12-06,Khumba,15000000.0,0.0,20898221.0,1.3932147333333333,5898221.0,2013,khumba,12
55,2015-05-05,A Few Best Men,15000000.0,0.0,17224539.0,1.1483026,2224539.0,2015,a few best men,5
56,2014-10-10,AutÃ³mata,15000000.0,0.0,6775458.0,0.4516972,-8224542.0,2014,autmata,10
57,2015-12-31,Chiamatemi Francesco - Il papa della gente,15000000.0,0.0,3925769.0,0.2617179333333333,-11074231.0,2015,chiamatemi francesco il papa della gente,12
